Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend,cod_gpo_cliente,cod_clase_doc,cod_sector,cod_canal,cod_zona_ventas,cod_doc_comercial,cod_grp_vend,cod_ramo,cod_gr_material,cod_gr_articulo,cod_lista_precio,cod_tx_motivo,cod_cliente_fk,codigo_mat_fk,cod_vendedor_fk,cod_condicion_pago_fk,cod_moneda_fk,dim_cliente_id,dim_producto_id,dim_vendedor_id,dim_condicion_pago_id,dim_moneda_id,dim_gpo_cliente_id,dim_clase_doc_id,dim_sector_id,dim_canal_id,dim_zona_ventas_id,dim_doc_comercial_id,dim_grp_vend_id,dim_ramo_id,dim_gr_material_id,dim_gr_articulo_id,dim_lista_precio_id,dim_tx_motivo_id,batch_id,line_hash,quality_flags
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Cuidado Personal,Venta Directa,20250527,Zona Metropolitana,3000,AMY TALCO 200G,1,CS,24,ST,"9622,8","9622,8","1539,65","11162,45",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Amy,200,Original,KG,"4,8",,"4,8",Cadena Nacional,PH-Talco,HIGIENE PERSONAL,"95,2387",5,2025,"101,04","101,04","16,17","117,2",LOCATEL,50000106,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_25EE93678E,GRA_840BF734C1,LPR_620A372838,TXM_UNKNOWN,10000285,50000106,100017,NT15,VED,286,36,11,3,2,23,1,2,1,10,1,15,39,12,2,12,1,demo_ids_20260218,41675a92839b352211d5a6165f72267d,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Cuidado Personal,Venta Directa,20250527,Zona Metropolitana,3000,SECUREZZA BODYCARE TH CORPORALES 54UN,3,CS,36,PAQ,"2480,04","7440,12","1190,42","8630,54",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Securezza,54,Bodycare,KG,"10,476",,"10,476",Cadena Nacional,PH-TH Flow Pack,TOALLAS HUMEDAS,"95,2387",5,2025,"26,04","78,12","12,5","90,62",LOCATEL,50000956,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_ACA9A0FC3D,GRA_280AA09ADE,LPR_620A372838,TXM_UNKNOWN,10000285,50000956,100017,NT15,VED,286,90,11,3,2,23,1,2,1,10,1,15,39,3,3,12,1,demo_ids_20260218,e517699474e959e4e03b6190a4574986,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Absorbentes,Venta Directa,20250527,Zona Metropolitana,3000,SECUREZZA POST PARTO PREMIUM (12X10),4,PAK,48,PAQ,"2148,6","8594,4","1375,1","9969,5",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Securezza,10,Anatómica,KG,8400,,8400,Cadena Nacional,PH-Toalla Post-Parto,INCONTINENCIA,"95,2387",5,2025,"22,56","90,24","14,44","104,68",LOCATEL,50000632,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10000285,50000632,100017,NT15,VED,286,1,11,3,2,23,1,1,1,10,1,15,39,1,1,12,1,demo_ids_20260218,cd6f34629bd38354dca8afd92888bfc6,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Cuidado Personal,Venta Directa,20250527,Zona Metropolitana,3000,AMY MOTAS DE ALGODON 50P,2,CS,24,PAQ,"2079,96","4159,92","665,59","4825,51",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Amy,50,Original,KG,"0,96",,"0,96",Cadena Nacional,PH-Motas De Algodón,ALGODONES PT,"95,2387",5,2025,"21,84","43,68","6,99","50,67",LOCATEL,50000517,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_B5ACEE8C50,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10000285,50000517,100017,NT15,VED,286,35,11,3,2,23,1,2,1,10,1,15,39,6,4,12,1,demo_ids_20260218,d7efa4e717d595bef497549e85a9802d,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Cuidado Personal,Venta Directa,20250527,Zona Metropolitana,3000,LADYFACE DISCOS DE ALGODON 80P PROMO 3x2,2,CS,16,PAQ,"3504,8","7009,6","1121,54","8131,14",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Lady Face,80,Original,KG,"0,828",,"0,828",Cadena Nacional,PH-Cotton Round,ALGODONES PT,"95,2387",5,2025,"36,8","73,6","11,78","85,38",LOCATEL,50001136,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_062CE54D11,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10000285,50001136,100017,NT15,VED,286,53,11,3,2,23,1,2,1,10,1,15,39,22,4,12,1,demo_ids_20260218,1cf2008c64bfadf432513320ee7e27c7,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124530,Cuidado Personal,Venta Directa,20250527,Zona Metropolitana,3000,CHICCO PROMO MOTAS ALGODON 100P PAGA 80P,1,CS,12,PAQ,"3131,4","3131,4","501,02","3632,42",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607804,1002057142,Chicco,100,Original,KG,"1,051",,"1,051",Cadena Nacional,PH-Motas De Algodón,ALGODONES PT,"95,2387",5,2025,"32,88","32,88","5,26","38,14",LOCATEL,50001054,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_B5ACEE8C50,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10000285,50001054,100017,NT15,VED,286,65,11,3,2,23,1,2,1,10,1,15,39,6,4,12,1,demo_ids_20260218,b77764121a488a68d06527855d6bdc18,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124531,Absorbentes,Venta Directa,20250527,Zona Metropolitana,3000,ACTIVA SEC PERD ABUND PROMOCION (6X20),12,PAK,72,PAQ,"1748,58","20982,96","3357,27","24340,23",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607805,1002057142,Activa,20,Pérdida Abundante,KG,11520,,11520,Cadena Nacional,PH-Toalla Incontinen,INCONTINENCIA,"95,2387",5,2025,"18,36","220,32","35,25","255,57",LOCATEL,50001113,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_DCD63141E2,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10000285,50001113,100017,NT15,VED,286,40,11,3,2,23,1,1,1,10,1,15,39,18,1,12,1,demo_ids_20260218,5b4a2bbf621e974486e1368ea008e306,
FARMACIA SAFEL 777 SA,Cadenas,Fact. Nac. Pharsana,6000124531,Absorbentes,Venta Directa,20250527,Zona Metropolitana,3000,SECUREZZA POST PARTO  (12X15),8,PAK,96,PAQ,"2594,28","20754,24","3320,68","24074,92",Factura,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607805,1002057142,Securezza,15,Anatómica,KG,16800,,16800,Cadena Nacional,PH-Toalla Post-Parto,INCONTINENCIA,"95,2387",5,2025,"27,24","217,92","34,87","252,79",LOCATEL,50001021,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,,,100017,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_98CB02604A,DCO_4509257306,GRV_3795FEC1B0,RAM_E969CD999B,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10000285,50001021,100017,NT15,VED,286,2,11,3,2,23,1,1,1,10,1,15,39,1,1,12,1,demo_ids_20260218,15547a24269b5d9825b56f4b55b51c3b,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039145,Común,Venta Directa,20250519,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-504,08","-80,65","-584,73",Abono,Crédito 15 Días,20250603,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607096,1013031488,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"94,763",5,2025,0,"-5,32","-0,85","-6,17",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,94e29bba732eeb9760b1c2fdb89f88be,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039146,Común,Venta Directa,20250519,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-1612,97","-258,08","-1871,05",Abono,Crédito 15 Días,20250603,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607097,1013031489,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"94,763",5,2025,0,"-17,02","-2,72","-19,74",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,76e182660d3ecd10f7ec41fecc5d3790,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039147,Común,Venta Directa,20250519,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-922,2","-147,55","-1069,75",Abono,Crédito 15 Días,20250603,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607098,1013031490,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"94,763",5,2025,0,"-9,73","-1,56","-11,29",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,ad0d3ac6814daece14b99f7ec25d8ba8,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039148,Común,Venta Directa,20250519,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-276,66","-44,27","-320,93",Abono,Crédito 15 Días,20250603,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607099,1013031491,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"94,763",5,2025,0,"-2,92","-0,47","-3,39",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,bea6df6de0e84c0674e0524756ef83ae,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039281,Común,Venta Directa,20250527,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-811,47","-129,84","-941,31",Abono,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607913,1013031601,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"95,2387",5,2025,0,"-8,52","-1,36","-9,88",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,372f92995731e766f771088b6c702e43,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039282,Común,Venta Directa,20250527,Zona Metropolitana,,NC DSCTO 3% PRONTO PAGO,0,,0,,0,"-3990,02","-638,4","-4628,42",Abono,Crédito 15 Días,20250611,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607914,1013031602,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"95,2387",5,2025,0,"-41,89","-6,7","-48,6",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z51,Dcto Comercial No aplicado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E8B59A9916,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,6,demo_ids_20260218,bf684d804dc9a4c544754b6433ae0add,
FARMACIA SAFEL 777 SA,Cadenas,N/C FI Pharsana,6200039466,Común,Venta Directa,20250530,Zona Metropolitana,,NC SELL OUT ENCAR IMPRE MARZ ABRIL MUJER,0,,0,,0,"-341,96","-54,71","-396,67",Abono,Crédito 15 Días,20250614,VED,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0608185,1013031739,Descuentos,,,KG,0,,0,Cadena Nacional,Descuentos,,"96,8577",5,2025,0,"-3,53","-0,56","-4,1",LOCATEL,91000049,Cadenas,,10000285,10,1,X,02.07.2025 - 08:40:06,Z52,Dcto Promocional No Reflejado En Factura,100017,GPC_E047C60D89,CLD_E9F8E5B9D9,SEC_1D17C54FE2,CAN_0C1F625266,ZVT_98CB02604A,DCO_6FB064483D,GRV_3795FEC1B0,RAM_E969CD999B,GRM_4B9A43F8FA,GRA_UNKNOWN,LPR_620A372838,TXM_E60BECE033,10000285,91000049,100017,NT15,VED,286,12,11,3,2,23,2,3,1,10,2,15,39,9,6,12,2,demo_ids_20260218,61fcedf48731fa3ed5d361050aef3c2a,
COMERCIAL CASA NUEVA C.A.,Detal,Fact. Nac. Pharsana,6000124732,Cuidado Personal,Venta Directa,20250530,Zona Centro,3000,AMY SEC TH MANZANILLA 72P (24),1,CS,24,PAQ,"46,08","46,08","7,37","53,45",Factura,Crédito 15 Días,20250614,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0608222,1002057263,Amy,72,Original,KG,"7,896",,"7,896",Detal,PH-TH Flow Pack,TOALLAS HUMEDAS,0,5,2025,"46,08","46,08","7,37","53,45",,50001005,Detal,,10000293,30,,N,02.07.2025 - 08:40:06,,,100082,GPC_C2A171C424,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_F39774DD76,DCO_4509257306,GRV_93B3980EFF,RAM_DF7E05018B,GRM_ACA9A0FC3D,GRA_280AA09ADE,LPR_F3F5033F73,TXM_UNKNOWN,10000293,50001005,100082,NT15,USD,294,97,4,3,1,22,1,2,1,11,1,16,44,3,3,11,1,demo_ids_20260218,586fe1ac3a9ffcb31bb64c2e7aab6701,
COMERCIAL CASA NUEVA C.A.,Detal,Fact. Nac. Pharsana,6000124732,Cuidado Personal,Venta Directa,20250530,Zona Centro,3000,AMY SEC TH 24P 99% AGUA,1,CS,48,PAQ,"40,8","40,8","6,53","47,33",Factura,Crédito 15 Días,20250614,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0608222,1002057263,Amy,24,Sec,KG,"7,392",,"7,392",Detal,PH-TH Travel Pack,TOALLAS HUMEDAS,0,5,2025,"40,8","40,8","6,53","47,33",,50001079,Detal,,10000293,30,,N,02.07.2025 - 08:40:06,,,100082,GPC_C2A171C424,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_F39774DD76,DCO_4509257306,GRV_93B3980EFF,RAM_DF7E05018B,GRM_19779DA001,GRA_280AA09ADE,LPR_F3F5033F73,TXM_UNKNOWN,10000293,50001079,100082,NT15,USD,294,110,4,3,1,22,1,2,1,11,1,16,44,11,3,11,1,demo_ids_20260218,1c1f2288fb2061e5d809fb4a55c0a5b5,
COMERCIAL CASA NUEVA C.A.,Detal,Fact. Nac. Pharsana,6000124732,Absorbentes,Venta Directa,20250530,Zona Centro,3000,SECUREZZA POST PARTO PREMIUM (12X10),1,PAK,12,PAQ,"30,24","30,24","4,84","35,08",Factura,Crédito 15 Días,20250614,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0608222,1002057263,Securezza,10,Anatómica,KG,2100,,2100,Detal,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"30,24","30,24","4,84","35,08",,50000632,Detal,,10000293,30,,N,02.07.2025 - 08:40:06,,,100082,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_F39774DD76,DCO_4509257306,GRV_93B3980EFF,RAM_DF7E05018B,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000293,50000632,100082,NT15,USD,294,1,4,3,1,22,1,1,1,11,1,16,44,1,1,11,1,demo_ids_20260218,3fa558039b1ccac4398bff0b9792c3f2,
COMERCIAL CASA NUEVA C.A.,Detal,Fact. Nac. Pharsana,6000124732,Absorbentes,Venta Directa,20250530,Zona Centro,3000,SECUREZZA CLASSIC M REG (6x6),1,PAK,6,PAQ,"42,96","42,96","6,87","49,83",Factura,Crédito 15 Días,20250614,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0608222,1002057263,Securezza,6,Classic,KG,3024,,3024,Detal,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"42,96","42,96","6,87","49,83",,50000626,Detal,,10000293,30,,N,02.07.2025 - 08:40:06,,,100082,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_F39774DD76,DCO_4509257306,GRV_93B3980EFF,RAM_DF7E05018B,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000293,50000626,100082,NT15,USD,294,6,4,3,1,22,1,1,1,11,1,16,44,4,1,11,1,demo_ids_20260218,425d7189960bffa71a0f34eaf3c7feae,
COMERCIAL CASA NUEVA C.A.,Detal,Fact. Nac. Pharsana,6000124732,Absorbentes,Venta Directa,20250530,Zona Centro,3000,SECUREZZA CLASSIC L REG (6x6),1,PAK,6,PAQ,"50,7","50,7","8,11","58,81",Factura,Crédito 15 Días,20250614,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0608222,1002057263,Securezza,6,Classic,KG,3744,,3744,Detal,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"50,7","50,7","8,11","58,81",,50000627,Detal,,10000293,30,,N,02.07.2025 - 08:40:06,,,100082,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_F39774DD76,DCO_4509257306,GRV_93B3980EFF,RAM_DF7E05018B,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000293,50000627,100082,NT15,USD,294,7,4,3,1,22,1,1,1,11,1,16,44,4,1,11,1,demo_ids_20260218,7a0a920355f1260d5314a762e976bbe8,
COMERCIALIZADORA EL PAÑALAZO C.A.,Detal,Fact. Nac. Pharsana,6000124151,Absorbentes,Venta Directa,20250521,Zona Andina,3000,SIEMPRE SECO BASICO M (6X6),1,PAK,6,PAQ,"2709,06","2709,06","433,45","3142,51",Factura,Crédito 15 Días,20250605,VED,NA,,GV. Ger. Reg. Occid.,PEDRO A. COLMENARES,00-0607318,1002056838,Siempre Seco,6,Basico,KG,3024,,3024,Supermercado,PH-Protector Incont.,INCONTINENCIA,"94,8556",5,2025,"28,56","28,56","4,57","33,13",,50000639,Detal,,10000295,30,1,X,02.07.2025 - 08:40:06,,,100026,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_D2E2542E3C,DCO_4509257306,GRV_E3FC6829D6,RAM_EFB9E9D110,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000295,50000639,100026,NT15,VED,296,13,1,3,2,22,1,1,1,9,1,13,41,4,1,11,1,demo_ids_20260218,a223a02b2896e58c03056842d35d27b9,
COMERCIALIZADORA EL PAÑALAZO C.A.,Detal,Fact. Nac. Pharsana,6000124151,Absorbentes,Venta Directa,20250521,Zona Andina,3000,SECUREZZA COMFORT M REG (6x6),1,PAK,6,PAQ,"3687,96","3687,96","590,07","4278,03",Factura,Crédito 15 Días,20250605,VED,NA,,GV. Ger. Reg. Occid.,PEDRO A. COLMENARES,00-0607318,1002056838,Securezza,6,Classic,KG,3024,,3024,Supermercado,PH-Protector Incont.,INCONTINENCIA,"94,8556",5,2025,"38,88","38,88","6,22","45,1",,50000921,Detal,,10000295,30,1,X,02.07.2025 - 08:40:06,,,100026,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_D2E2542E3C,DCO_4509257306,GRV_E3FC6829D6,RAM_EFB9E9D110,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000295,50000921,100026,NT15,VED,296,15,1,3,2,22,1,1,1,9,1,13,41,4,1,11,1,demo_ids_20260218,6d86a30a94dae56ca935a0f994a42eca,
COMERCIALIZADORA EL PAÑALAZO C.A.,Detal,Fact. Nac. Pharsana,6000124151,Absorbentes,Venta Directa,20250521,Zona Andina,3000,SECUREZZA POST PARTO  (12X15),1,PAK,12,PAQ,"2913,96","2913,96","466,23","3380,19",Factura,Crédito 15 Días,20250605,VED,NA,,GV. Ger. Reg. Occid.,PEDRO A. COLMENARES,00-0607318,1002056838,Securezza,15,Anatómica,KG,2100,,2100,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,"94,8556",5,2025,"30,72","30,72","4,92","35,64",,50001021,Detal,,10000295,30,1,X,02.07.2025 - 08:40:06,,,100026,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_D2E2542E3C,DCO_4509257306,GRV_E3FC6829D6,RAM_EFB9E9D110,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000295,50001021,100026,NT15,VED,296,2,1,3,2,22,1,1,1,9,1,13,41,1,1,11,1,demo_ids_20260218,cea793b7122c914666744469ff178df2,
COMERCIALIZADORA EL PAÑALAZO C.A.,Detal,Fact. Nac. Pharsana,6000124151,Absorbentes,Venta Directa,20250521,Zona Andina,3000,SECUREZZA POST PARTO PREMIUM (12X10),1,PAK,12,PAQ,"2413,08","2413,08","386,09","2799,17",Factura,Crédito 15 Días,20250605,VED,NA,,GV. Ger. Reg. Occid.,PEDRO A. COLMENARES,00-0607318,1002056838,Securezza,10,Anatómica,KG,2100,,2100,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,"94,8556",5,2025,"25,44","25,44","4,07","29,51",,50000632,Detal,,10000295,30,1,X,02.07.2025 - 08:40:06,,,100026,GPC_C2A171C424,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_D2E2542E3C,DCO_4509257306,GRV_E3FC6829D6,RAM_EFB9E9D110,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_F3F5033F73,TXM_UNKNOWN,10000295,50000632,100026,NT15,VED,296,1,1,3,2,22,1,1,1,9,1,13,41,1,1,11,1,demo_ids_20260218,05cfa2aa274744480039b957af42f5b6,
